"Treatment","Month","Tmin","Tmax","Year","SSP_Time","month_name"
NA,11,3.82055193333647,8.72802498926349,2079,"SSP5 2050","November"
NA,11,0.842934136154364,6.26532712824298,2064,"SSP5 2050","November"
NA,11,-0.388869369705892,5.58698473660312,2062,"SSP5 2050","November"
NA,11,2.07794588701634,9.62804279269023,2028,"SSP5 2050","November"
NA,11,2.67267932809661,10.5533916188288,2033,"SSP5 2050","November"
NA,11,4.07920430222193,12.5975988617814,2045,"SSP5 2050","November"
NA,11,9.05680281548669,16.1402815641363,2074,"SSP5 2050","November"
NA,11,8.85725760220169,14.94505407765,2097,"SSP5 2050","November"
NA,11,7.99629968258063,13.4772236613027,2052,"SSP5 2050","November"
NA,11,6.20177921778078,11.1505265625015,2024,"SSP5 2050","November"
NA,12,0.83841748699211,4.64191386289677,2018,"SSP5 2050","December"
NA,12,-1.3598359910341,3.32244994672947,2084,"SSP5 2050","December"
NA,12,-4.51594616242098,1.67690290310213,2026,"SSP5 2050","December"
NA,12,2.45153201364266,9.02464772672867,2085,"SSP5 2050","December"
NA,12,2.97607403889006,9.50442373743365,2069,"SSP5 2050","December"
NA,12,5.36222143368845,11.628084880887,2086,"SSP5 2050","December"
NA,12,6.70190585621298,12.6464014709845,2081,"SSP5 2050","December"
NA,12,5.68284721808695,10.194110626343,2042,"SSP5 2050","December"
NA,12,4.61837861892868,8.35675400678493,2070,"SSP5 2050","December"
NA,1,1.05776870627355,4.61220394319112,2072,"SSP5 2050","January"
NA,1,-2.64683523672105,1.70518166734049,2022,"SSP5 2050","January"
NA,1,-2.92173162242713,1.97753290752826,2048,"SSP5 2050","January"
NA,1,-2.69553980074085,3.11527702719178,2015,"SSP5 2050","January"
NA,1,-0.735627431489069,6.73012475997719,2004,"SSP5 2050","January"
NA,1,3.57902447698035,11.0210998267969,2005,"SSP5 2050","January"
NA,1,5.26922539013687,12.0661658301908,2066,"SSP5 2050","January"
NA,1,7.17833265675259,12.8693468609878,2069,"SSP5 2050","January"
NA,1,6.58565398079149,11.6519763695338,2006,"SSP5 2050","January"
NA,1,5.30857330891496,9.65456520746888,2081,"SSP5 2050","January"
NA,2,2.45143351423104,6.59788244146893,2011,"SSP5 2050","February"
NA,2,-0.814577146665743,3.41611775711639,2062,"SSP5 2050","February"
NA,2,-2.51702977021511,2.98712874094665,2091,"SSP5 2050","February"
NA,2,-3.50385546100507,5.90108692333995,2068,"SSP5 2050","February"
NA,2,4.83200129266633,12.688119150568,2076,"SSP5 2050","February"
NA,2,5.8925879144462,11.6051920351998,2040,"SSP5 2050","February"
NA,2,3.86978808549542,8.18811747366476,2042,"SSP5 2050","February"
NA,3,5.52622472838623,10.4622745213741,2051,"SSP5 2050","March"
NA,3,1.85640688356887,8.61605925910417,2091,"SSP5 2050","March"
NA,3,-0.318981995255022,8.28724485612199,2086,"SSP5 2050","March"
NA,3,-0.741366078242709,8.60073155857694,2042,"SSP5 2050","March"
NA,3,-0.52779082746091,10.4563583343877,2082,"SSP5 2050","March"
NA,3,5.30401897147016,17.8852205784015,2081,"SSP5 2050","March"
NA,3,6.41715097728461,15.8259067297663,2096,"SSP5 2050","March"
NA,3,6.49743928053296,13.7715580296833,2055,"SSP5 2050","March"
NA,4,6.57334193513014,15.5775511257263,2053,"SSP5 2050","April"
NA,4,4.67483703744894,13.6619390743521,2051,"SSP5 2050","April"
NA,4,1.23810809049072,12.6637304762832,2039,"SSP5 2050","April"
NA,4,1.08450696008412,13.2041938705892,2015,"SSP5 2050","April"
NA,4,3.78557509063634,18.0684109329109,2100,"SSP5 2050","April"
NA,4,6.40824453426074,20.8696190658835,2056,"SSP5 2050","April"
NA,4,8.44799714545745,21.1265429684385,2020,"SSP5 2050","April"
NA,4,10.2074420827785,20.8414512348433,2022,"SSP5 2050","April"
NA,4,9.65654838005449,19.6498237537936,2066,"SSP5 2050","April"
NA,5,9.76994306883505,18.0194511630223,2033,"SSP5 2050","May"
NA,5,8.70958419861453,17.0771086170417,2007,"SSP5 2050","May"
NA,5,8.07841777134747,16.9361011830675,2100,"SSP5 2050","May"
NA,5,6.47655898543997,16.8332465540449,2055,"SSP5 2050","May"
NA,5,5.82991294461983,19.8599762229086,2040,"SSP5 2050","May"
NA,5,8.67208692118771,23.0086079554384,2038,"SSP5 2050","May"
NA,5,13.2264336534965,25.9092537027122,2027,"SSP5 2050","May"
NA,5,13.0111321716884,23.3916984995128,2039,"SSP5 2050","May"
NA,6,15.9046168083064,24.6998294251279,2037,"SSP5 2085","June"
NA,6,12.0362102214205,23.1860423611786,2076,"SSP5 2085","June"
NA,6,11.482681630422,23.0705205490566,2091,"SSP5 2085","June"
NA,6,11.9274575682026,25.5076733404439,2035,"SSP5 2085","June"
NA,6,12.180056663533,26.5101321413442,2039,"SSP5 2085","June"
NA,6,13.9897201739291,29.6132185927738,2009,"SSP5 2085","June"
NA,6,14.9178304710847,30.3864800760286,2066,"SSP5 2085","June"
NA,6,19.9017051524167,32.9323450639169,2079,"SSP5 2085","June"
NA,6,18.6571210831134,28.4270408388951,2008,"SSP5 2085","June"
NA,7,17.408133569104,26.0769811429726,2001,"SSP5 2085","July"
NA,7,14.2974391481075,26.7165830861498,2075,"SSP5 2085","July"
NA,7,13.2112954908224,28.0361237843384,2021,"SSP5 2085","July"
NA,7,16.4862288564223,31.8413159963135,2056,"SSP5 2085","July"
NA,7,19.1057092483361,34.614273478778,2088,"SSP5 2085","July"
NA,7,19.7805356074249,35.0780488602964,2044,"SSP5 2085","July"
NA,7,22.612527262065,36.6059307057132,2048,"SSP5 2085","July"
NA,7,21.3923528710589,32.4037117241351,2037,"SSP5 2085","July"
NA,8,18.0514421241679,27.022305127992,2063,"SSP5 2085","August"
NA,8,17.3465968684044,26.183765505846,2076,"SSP5 2085","August"
NA,8,14.6418233235684,25.3533502598038,2089,"SSP5 2085","August"
NA,8,14.9210097707508,28.7068887937746,2074,"SSP5 2085","August"
NA,8,16.6537647370588,31.605610093872,2026,"SSP5 2085","August"
NA,8,18.8628522311248,34.0453251910332,2025,"SSP5 2085","August"
NA,8,20.6198402945233,35.8818125894979,2085,"SSP5 2085","August"
NA,8,22.2987166209407,34.1305076397012,2091,"SSP5 2085","August"
NA,8,21.7792112225993,32.1489909803125,2052,"SSP5 2085","August"
NA,9,15.1214936095766,23.2585395511873,2025,"SSP5 2085","September"
NA,9,12.5254130490412,20.2624638502987,2012,"SSP5 2085","September"
NA,9,12.1098450521096,22.432383839972,2076,"SSP5 2085","September"
NA,9,11.9002578585689,24.124193112832,2028,"SSP5 2085","September"
NA,9,11.8543954154233,25.1933430920455,2061,"SSP5 2085","September"
NA,9,12.2916150111836,26.3254032584256,2021,"SSP5 2085","September"
NA,9,14.7364276548708,28.5151373199776,2094,"SSP5 2085","September"
NA,9,17.0618596322918,29.5841097103282,2100,"SSP5 2085","September"
NA,9,17.9457486589831,29.1028099042455,2046,"SSP5 2085","September"
NA,9,18.1912117740886,28.9672488251786,2091,"SSP5 2085","September"
NA,9,17.1186324881837,26.0018380324377,2058,"SSP5 2085","September"
NA,10,13.5691129094672,20.4763649397074,2027,"SSP5 2085","October"
NA,10,13.0690993602726,19.7918880660544,2064,"SSP5 2085","October"
NA,10,10.0147475423743,16.9028131549202,2063,"SSP5 2085","October"
NA,10,7.70927158322301,15.84053437821,2098,"SSP5 2085","October"
NA,10,7.80837306390132,17.6833177796551,2100,"SSP5 2085","October"
NA,10,11.7967716253105,22.9599745829474,2068,"SSP5 2085","October"
NA,10,14.22150506169,25.1639692608654,2053,"SSP5 2085","October"
NA,10,15.1354502045308,23.1765990093674,2046,"SSP5 2085","October"
NA,10,14.697364729604,22.3354291984457,2093,"SSP5 2085","October"
NA,11,6.93734370113647,11.6475975324279,2013,"SSP5 2085","November"
NA,11,6.12288394195482,10.8589675634584,2079,"SSP5 2085","November"
NA,11,3.13778693723565,8.39269925335073,2064,"SSP5 2085","November"
NA,11,1.9232786435427,7.70652410659993,2062,"SSP5 2085","November"
NA,11,4.39617040792584,11.7383399034675,2028,"SSP5 2085","November"
NA,11,5.00667994688901,12.6516071301636,2033,"SSP5 2085","November"
NA,11,6.41112487791691,14.6957813498217,2045,"SSP5 2085","November"
NA,11,11.3753206807108,18.2513392974366,2074,"SSP5 2085","November"
NA,11,11.1704138878729,17.0518563062129,2097,"SSP5 2085","November"
NA,11,10.3014953350666,15.5963466611602,2052,"SSP5 2085","November"
NA,11,8.50420277274581,13.2773271409608,2024,"SSP5 2085","November"
NA,12,2.92429022619962,6.60280981770709,2018,"SSP5 2085","December"
NA,12,0.736710668049778,5.26599467057163,2084,"SSP5 2085","December"
NA,12,-2.39319980746484,3.60053598305963,2026,"SSP5 2085","December"
NA,12,4.57792709054859,10.9394775731221,2085,"SSP5 2085","December"
NA,12,5.10343707926015,11.4201705364302,2069,"SSP5 2085","December"
NA,12,7.48531194395768,13.547372917271,2086,"SSP5 2085","December"
NA,12,8.81881577172505,14.5708997030635,2081,"SSP5 2085","December"
NA,12,7.77846371720098,12.1441014331532,2042,"SSP5 2085","December"
NA,12,6.70320739121531,10.316201668734,2070,"SSP5 2085","December"
NA,1,3.10973263725723,6.54386055385207,2072,"SSP5 2085","January"
NA,1,-0.580241510376297,3.6221239498464,2022,"SSP5 2085","January"
NA,1,-0.846699907014991,3.8871288202735,2048,"SSP5 2085","January"
NA,1,-0.601774367047911,5.00643041796496,2015,"SSP5 2085","January"
NA,1,1.38521432437577,8.59572205013585,2004,"SSP5 2085","January"
NA,1,5.69719546880989,12.886083285153,2005,"SSP5 2085","January"
NA,1,7.37698919307394,13.9400545398246,2066,"SSP5 2085","January"
NA,1,9.26538673604082,14.7626789489973,2069,"SSP5 2085","January"
NA,1,8.66355216183245,13.5582878354966,2006,"SSP5 2085","January"
NA,1,7.37303759984809,11.5710128381153,2081,"SSP5 2085","January"
NA,2,4.37305107123527,8.44211389341572,2011,"SSP5 2085","February"
NA,2,1.10485979015813,5.25619325468818,2062,"SSP5 2085","February"
NA,2,-0.590128106631936,4.81914616695757,2091,"SSP5 2085","February"
NA,2,-1.55669418986131,7.71297800685075,2068,"SSP5 2085","February"
NA,2,6.77364240383435,14.5048712934638,2076,"SSP5 2085","February"
NA,2,7.82031506813368,13.438823487916,2040,"SSP5 2085","February"
NA,2,5.79185497889397,10.0272092678865,2042,"SSP5 2085","February"
NA,3,7.25924946002755,12.2057296146328,2051,"SSP5 2085","March"
NA,3,3.58573377417688,10.3586369834379,2091,"SSP5 2085","March"
NA,3,1.40442200190769,10.0330491682,2086,"SSP5 2085","March"
NA,3,0.986991750107013,10.3466840899393,2042,"SSP5 2085","March"
NA,3,1.19206720031809,12.206222817341,2082,"SSP5 2085","March"
NA,3,7.01654138943628,19.6392021883922,2081,"SSP5 2085","March"
NA,3,8.13427189658879,17.5699876676239,2096,"SSP5 2085","March"
NA,3,8.23046529980328,15.5145018646751,2055,"SSP5 2085","March"
NA,4,8.08441497042926,17.1308599025839,2053,"SSP5 2085","April"
NA,4,6.18687030621252,15.2152430773134,2051,"SSP5 2085","April"
NA,4,2.74273845152634,14.224687426832,2039,"SSP5 2085","April"
NA,4,2.58702328253835,14.7678057279467,2015,"SSP5 2085","April"
NA,4,5.27955792099017,19.6393243548201,2100,"SSP5 2085","April"
NA,4,7.90055434614617,22.4412935839678,2056,"SSP5 2085","April"
NA,4,9.9494861841748,22.6895438445052,2020,"SSP5 2085","April"
NA,4,11.7149755857547,22.3993162347397,2022,"SSP5 2085","April"
NA,4,11.1654970928052,21.2054613641513,2066,"SSP5 2085","April"
NA,5,11.4625095844853,19.8316878150457,2033,"SSP5 2085","May"
NA,5,10.3877710086242,18.8781553570257,2007,"SSP5 2085","May"
NA,5,9.76728875305139,18.7483941641621,2100,"SSP5 2085","May"
NA,5,8.14713943493597,18.6575696979125,2055,"SSP5 2085","May"
NA,5,7.47503631375345,21.730638089471,2040,"SSP5 2085","May"
NA,5,10.3104328013745,24.8681270637948,2038,"SSP5 2085","May"
NA,5,14.8758394366905,27.7455851301075,2027,"SSP5 2085","May"
NA,5,14.6827472616948,25.2097403575291,2039,"SSP5 2085","May"
