"SSP_Time","GCM","Year","Frost"
"SSP5 2050","MPI-ESM1-2-LR",2019,6
"SSP5 2050","MPI-ESM1-2-LR",2020,0
"SSP5 2050","MPI-ESM1-2-LR",2021,0
"SSP5 2050","MPI-ESM1-2-LR",2022,0
"SSP5 2050","MPI-ESM1-2-LR",2023,0
"SSP5 2050","MPI-ESM1-2-LR",2024,3
"SSP5 2050","MPI-ESM1-2-LR",2025,0
"SSP5 2050","MPI-ESM1-2-LR",2026,0
"SSP5 2050","MPI-ESM1-2-LR",2027,0
"SSP5 2050","MPI-ESM1-2-LR",2028,0
"SSP5 2050","MPI-ESM1-2-LR",2029,1
"SSP5 2050","MPI-ESM1-2-LR",2030,2
"SSP5 2050","MPI-ESM1-2-LR",2031,0
"SSP5 2050","MPI-ESM1-2-LR",2032,0
"SSP5 2050","MPI-ESM1-2-LR",2033,0
"SSP5 2050","MPI-ESM1-2-LR",2034,1
"SSP5 2050","MPI-ESM1-2-LR",2035,0
"SSP5 2050","MPI-ESM1-2-LR",2036,0
"SSP5 2050","MPI-ESM1-2-LR",2037,0
"SSP5 2050","MPI-ESM1-2-LR",2038,0
"SSP5 2050","MPI-ESM1-2-LR",2039,13
"SSP5 2050","MPI-ESM1-2-LR",2040,6
"SSP5 2050","MPI-ESM1-2-LR",2041,0
"SSP5 2050","MPI-ESM1-2-LR",2042,0
"SSP5 2050","MPI-ESM1-2-LR",2043,0
"SSP5 2050","MPI-ESM1-2-LR",2044,0
"SSP5 2050","MPI-ESM1-2-LR",2045,0
"SSP5 2050","MPI-ESM1-2-LR",2046,0
"SSP5 2050","MPI-ESM1-2-LR",2047,0
"SSP5 2050","MPI-ESM1-2-LR",2048,3
"SSP5 2050","MPI-ESM1-2-LR",2049,7
"SSP5 2050","MPI-ESM1-2-LR",2050,1
"SSP5 2050","MPI-ESM1-2-LR",2051,0
"SSP5 2050","MPI-ESM1-2-LR",2052,7
"SSP5 2050","MPI-ESM1-2-LR",2053,2
"SSP5 2050","MPI-ESM1-2-LR",2054,0
"SSP5 2050","MPI-ESM1-2-LR",2055,0
"SSP5 2050","MPI-ESM1-2-LR",2056,0
"SSP5 2050","MPI-ESM1-2-LR",2057,0
"SSP5 2050","MPI-ESM1-2-LR",2058,0
"SSP5 2050","MPI-ESM1-2-LR",2059,2
"SSP5 2050","MPI-ESM1-2-LR",2060,0
"SSP5 2050","MPI-ESM1-2-LR",2061,0
"SSP5 2050","MPI-ESM1-2-LR",2062,0
"SSP5 2050","MPI-ESM1-2-LR",2063,0
"SSP5 2050","MPI-ESM1-2-LR",2064,22
"SSP5 2050","MPI-ESM1-2-LR",2065,0
"SSP5 2050","MPI-ESM1-2-LR",2066,0
"SSP5 2050","MPI-ESM1-2-LR",2067,0
"SSP5 2050","MPI-ESM1-2-LR",2068,4
"SSP5 2050","MPI-ESM1-2-LR",2069,0
"SSP5 2050","MPI-ESM1-2-LR",2070,19
"SSP5 2050","MPI-ESM1-2-LR",2071,0
"SSP5 2050","MPI-ESM1-2-LR",2072,0
"SSP5 2050","MPI-ESM1-2-LR",2073,0
"SSP5 2050","MPI-ESM1-2-LR",2074,1
"SSP5 2050","MPI-ESM1-2-LR",2075,0
"SSP5 2050","MPI-ESM1-2-LR",2076,0
"SSP5 2050","MPI-ESM1-2-LR",2077,0
"SSP5 2050","MPI-ESM1-2-LR",2078,0
"SSP5 2050","MPI-ESM1-2-LR",2079,0
"SSP5 2050","MPI-ESM1-2-LR",2080,0
"SSP5 2050","MPI-ESM1-2-LR",2081,0
"SSP5 2050","MPI-ESM1-2-LR",2082,0
"SSP5 2050","MPI-ESM1-2-LR",2083,0
"SSP5 2050","MPI-ESM1-2-LR",2084,0
"SSP5 2050","MPI-ESM1-2-LR",2085,23
"SSP5 2050","MPI-ESM1-2-LR",2086,0
"SSP5 2050","MPI-ESM1-2-LR",2087,0
"SSP5 2050","MPI-ESM1-2-LR",2088,0
"SSP5 2050","MPI-ESM1-2-LR",2089,2
"SSP5 2050","MPI-ESM1-2-LR",2090,2
"SSP5 2050","MPI-ESM1-2-LR",2091,0
"SSP5 2050","MPI-ESM1-2-LR",2092,0
"SSP5 2050","MPI-ESM1-2-LR",2093,0
"SSP5 2050","MPI-ESM1-2-LR",2094,0
"SSP5 2050","MPI-ESM1-2-LR",2095,0
"SSP5 2050","MPI-ESM1-2-LR",2096,0
"SSP5 2050","MPI-ESM1-2-LR",2097,0
"SSP5 2050","MPI-ESM1-2-LR",2098,0
"SSP5 2050","MPI-ESM1-2-LR",2099,3
"SSP5 2050","MPI-ESM1-2-LR",2100,1
"SSP5 2050","MRI-ESM2-0",2002,10
"SSP5 2050","MRI-ESM2-0",2003,7
"SSP5 2050","MRI-ESM2-0",2004,0
"SSP5 2050","MRI-ESM2-0",2005,1
"SSP5 2050","MRI-ESM2-0",2006,0
"SSP5 2050","MRI-ESM2-0",2007,4
"SSP5 2050","MRI-ESM2-0",2008,0
"SSP5 2050","MRI-ESM2-0",2009,30
"SSP5 2050","MRI-ESM2-0",2010,0
"SSP5 2050","MRI-ESM2-0",2011,0
"SSP5 2050","MRI-ESM2-0",2012,0
"SSP5 2050","MRI-ESM2-0",2013,0
"SSP5 2050","MRI-ESM2-0",2014,0
"SSP5 2050","MRI-ESM2-0",2015,11
"SSP5 2050","MRI-ESM2-0",2016,1
"SSP5 2050","MRI-ESM2-0",2017,3
"SSP5 2050","MRI-ESM2-0",2018,0
"SSP5 2050","MRI-ESM2-0",2019,5
"SSP5 2050","MRI-ESM2-0",2020,0
"SSP5 2050","MRI-ESM2-0",2021,0
"SSP5 2050","MRI-ESM2-0",2022,0
"SSP5 2050","MRI-ESM2-0",2023,0
"SSP5 2050","MRI-ESM2-0",2024,4
"SSP5 2050","MRI-ESM2-0",2025,0
"SSP5 2050","MRI-ESM2-0",2026,0
"SSP5 2050","MRI-ESM2-0",2027,0
"SSP5 2050","MRI-ESM2-0",2028,0
"SSP5 2050","MRI-ESM2-0",2029,4
"SSP5 2050","MRI-ESM2-0",2030,4
"SSP5 2050","MRI-ESM2-0",2031,2
"SSP5 2050","MRI-ESM2-0",2032,0
"SSP5 2050","MRI-ESM2-0",2033,0
"SSP5 2050","MRI-ESM2-0",2034,1
"SSP5 2050","MRI-ESM2-0",2035,0
"SSP5 2050","MRI-ESM2-0",2036,0
"SSP5 2050","MRI-ESM2-0",2037,0
"SSP5 2050","MRI-ESM2-0",2038,0
"SSP5 2050","MRI-ESM2-0",2039,14
"SSP5 2050","MRI-ESM2-0",2040,9
"SSP5 2050","MRI-ESM2-0",2041,2
"SSP5 2050","MRI-ESM2-0",2042,0
"SSP5 2050","MRI-ESM2-0",2043,0
"SSP5 2050","MRI-ESM2-0",2044,0
"SSP5 2050","MRI-ESM2-0",2045,0
"SSP5 2050","MRI-ESM2-0",2046,0
"SSP5 2050","MRI-ESM2-0",2047,0
"SSP5 2050","MRI-ESM2-0",2048,3
"SSP5 2050","MRI-ESM2-0",2049,7
"SSP5 2050","MRI-ESM2-0",2050,1
"SSP5 2050","MRI-ESM2-0",2051,6
"SSP5 2050","MRI-ESM2-0",2052,0
"SSP5 2050","MRI-ESM2-0",2053,3
"SSP5 2050","MRI-ESM2-0",2054,0
"SSP5 2050","MRI-ESM2-0",2055,0
"SSP5 2050","MRI-ESM2-0",2056,0
"SSP5 2050","MRI-ESM2-0",2057,0
"SSP5 2050","MRI-ESM2-0",2058,0
"SSP5 2050","MRI-ESM2-0",2059,3
"SSP5 2050","MRI-ESM2-0",2060,0
"SSP5 2050","MRI-ESM2-0",2061,0
"SSP5 2050","MRI-ESM2-0",2062,0
"SSP5 2050","MRI-ESM2-0",2063,0
"SSP5 2050","MRI-ESM2-0",2064,12
"SSP5 2050","MRI-ESM2-0",2065,0
"SSP5 2050","MRI-ESM2-0",2066,0
"SSP5 2050","MRI-ESM2-0",2067,0
"SSP5 2050","MRI-ESM2-0",2068,5
"SSP5 2050","MRI-ESM2-0",2069,0
"SSP5 2050","MRI-ESM2-0",2070,6
"SSP5 2050","MRI-ESM2-0",2071,0
"SSP5 2050","MRI-ESM2-0",2072,17
"SSP5 2050","MRI-ESM2-0",2073,0
"SSP5 2050","MRI-ESM2-0",2074,2
"SSP5 2050","MRI-ESM2-0",2075,0
"SSP5 2050","MRI-ESM2-0",2076,3
"SSP5 2050","MRI-ESM2-0",2077,0
"SSP5 2050","MRI-ESM2-0",2078,0
"SSP5 2050","MRI-ESM2-0",2079,0
"SSP5 2050","MRI-ESM2-0",2080,0
"SSP5 2050","MRI-ESM2-0",2081,0
"SSP5 2050","MRI-ESM2-0",2082,0
"SSP5 2050","MRI-ESM2-0",2083,1
"SSP5 2050","MRI-ESM2-0",2084,0
"SSP5 2050","MRI-ESM2-0",2085,23
"SSP5 2050","MRI-ESM2-0",2086,0
"SSP5 2050","MRI-ESM2-0",2087,0
"SSP5 2050","MRI-ESM2-0",2088,0
"SSP5 2050","MRI-ESM2-0",2089,2
"SSP5 2050","MRI-ESM2-0",2090,0
"SSP5 2050","MRI-ESM2-0",2091,0
"SSP5 2050","MRI-ESM2-0",2092,0
"SSP5 2050","MRI-ESM2-0",2093,5
"SSP5 2050","MRI-ESM2-0",2094,0
"SSP5 2050","MRI-ESM2-0",2095,0
"SSP5 2050","MRI-ESM2-0",2096,0
"SSP5 2050","MRI-ESM2-0",2097,0
"SSP5 2050","MRI-ESM2-0",2098,0
"SSP5 2050","MRI-ESM2-0",2099,5
"SSP5 2050","MRI-ESM2-0",2100,2
"SSP5 2050","NESM3",2002,5
"SSP5 2050","NESM3",2003,0
"SSP5 2050","NESM3",2004,0
"SSP5 2050","NESM3",2005,7
"SSP5 2050","NESM3",2006,1
"SSP5 2050","NESM3",2007,7
"SSP5 2050","NESM3",2008,0
"SSP5 2050","NESM3",2009,26
"SSP5 2050","NESM3",2010,0
"SSP5 2050","NESM3",2011,1
"SSP5 2050","NESM3",2012,0
"SSP5 2050","NESM3",2013,0
"SSP5 2050","NESM3",2014,0
"SSP5 2050","NESM3",2015,7
"SSP5 2050","NESM3",2016,0
"SSP5 2050","NESM3",2017,1
"SSP5 2050","NESM3",2018,0
"SSP5 2050","NESM3",2019,1
"SSP5 2050","NESM3",2020,0
"SSP5 2050","NESM3",2021,0
"SSP5 2050","NESM3",2022,0
"SSP5 2050","NESM3",2023,0
"SSP5 2050","NESM3",2024,1
"SSP5 2050","NESM3",2025,6
"SSP5 2050","NESM3",2026,0
"SSP5 2050","NESM3",2027,0
"SSP5 2050","NESM3",2028,0
"SSP5 2050","NESM3",2029,0
"SSP5 2050","NESM3",2030,0
"SSP5 2050","NESM3",2031,0
"SSP5 2050","NESM3",2032,0
"SSP5 2050","NESM3",2033,0
"SSP5 2050","NESM3",2034,0
"SSP5 2050","NESM3",2035,0
"SSP5 2050","NESM3",2036,0
"SSP5 2050","NESM3",2037,0
"SSP5 2050","NESM3",2038,0
"SSP5 2050","NESM3",2039,1
"SSP5 2050","NESM3",2040,0
"SSP5 2050","NESM3",2041,1
"SSP5 2050","NESM3",2042,0
"SSP5 2050","NESM3",2043,0
"SSP5 2050","NESM3",2044,0
"SSP5 2050","NESM3",2045,0
"SSP5 2050","NESM3",2046,0
"SSP5 2050","NESM3",2047,0
"SSP5 2050","NESM3",2048,1
"SSP5 2050","NESM3",2049,6
"SSP5 2050","NESM3",2050,0
"SSP5 2050","NESM3",2051,3
"SSP5 2050","NESM3",2052,0
"SSP5 2050","NESM3",2053,2
"SSP5 2050","NESM3",2054,0
"SSP5 2050","NESM3",2055,4
"SSP5 2050","NESM3",2056,0
"SSP5 2050","NESM3",2057,0
"SSP5 2050","NESM3",2058,0
"SSP5 2050","NESM3",2059,0
"SSP5 2050","NESM3",2060,0
"SSP5 2050","NESM3",2061,0
"SSP5 2050","NESM3",2062,0
"SSP5 2050","NESM3",2063,0
"SSP5 2050","NESM3",2064,19
"SSP5 2050","NESM3",2065,0
"SSP5 2050","NESM3",2066,0
"SSP5 2050","NESM3",2067,0
"SSP5 2050","NESM3",2068,3
"SSP5 2050","NESM3",2069,0
"SSP5 2050","NESM3",2070,24
"SSP5 2050","NESM3",2071,0
"SSP5 2050","NESM3",2072,0
"SSP5 2050","NESM3",2073,0
"SSP5 2050","NESM3",2074,0
"SSP5 2050","NESM3",2075,0
"SSP5 2050","NESM3",2076,0
"SSP5 2050","NESM3",2077,0
"SSP5 2050","NESM3",2078,0
"SSP5 2050","NESM3",2079,0
"SSP5 2050","NESM3",2080,0
"SSP5 2050","NESM3",2081,0
"SSP5 2050","NESM3",2082,0
"SSP5 2050","NESM3",2083,0
"SSP5 2050","NESM3",2084,0
"SSP5 2050","NESM3",2085,25
"SSP5 2050","NESM3",2086,0
"SSP5 2050","NESM3",2087,0
"SSP5 2050","NESM3",2088,0
"SSP5 2050","NESM3",2089,1
"SSP5 2050","NESM3",2090,1
"SSP5 2050","NESM3",2091,0
"SSP5 2050","NESM3",2092,0
"SSP5 2050","NESM3",2093,4
"SSP5 2050","NESM3",2094,0
"SSP5 2050","NESM3",2095,0
"SSP5 2050","NESM3",2096,0
"SSP5 2050","NESM3",2097,0
"SSP5 2050","NESM3",2098,0
"SSP5 2050","NESM3",2099,0
"SSP5 2050","NESM3",2100,1
"SSP5 2085","ACCESS-CM2",2002,0
"SSP5 2085","ACCESS-CM2",2003,0
"SSP5 2085","ACCESS-CM2",2004,0
"SSP5 2085","ACCESS-CM2",2005,1
"SSP5 2085","ACCESS-CM2",2006,0
"SSP5 2085","ACCESS-CM2",2007,0
"SSP5 2085","ACCESS-CM2",2008,0
"SSP5 2085","ACCESS-CM2",2009,0
"SSP5 2085","ACCESS-CM2",2010,0
"SSP5 2085","ACCESS-CM2",2011,0
"SSP5 2085","ACCESS-CM2",2012,0
"SSP5 2085","ACCESS-CM2",2013,0
"SSP5 2085","ACCESS-CM2",2014,0
"SSP5 2085","ACCESS-CM2",2015,4
"SSP5 2085","ACCESS-CM2",2016,0
"SSP5 2085","ACCESS-CM2",2017,0
"SSP5 2085","ACCESS-CM2",2018,0
"SSP5 2085","ACCESS-CM2",2019,17
"SSP5 2085","ACCESS-CM2",2020,2
"SSP5 2085","ACCESS-CM2",2021,0
"SSP5 2085","ACCESS-CM2",2022,0
"SSP5 2085","ACCESS-CM2",2023,0
"SSP5 2085","ACCESS-CM2",2024,0
"SSP5 2085","ACCESS-CM2",2025,0
"SSP5 2085","ACCESS-CM2",2026,0
"SSP5 2085","ACCESS-CM2",2027,0
"SSP5 2085","ACCESS-CM2",2028,0
"SSP5 2085","ACCESS-CM2",2029,0
"SSP5 2085","ACCESS-CM2",2030,0
"SSP5 2085","ACCESS-CM2",2031,0
"SSP5 2085","ACCESS-CM2",2032,0
"SSP5 2085","ACCESS-CM2",2033,0
"SSP5 2085","ACCESS-CM2",2034,0
"SSP5 2085","ACCESS-CM2",2035,0
"SSP5 2085","ACCESS-CM2",2036,0
"SSP5 2085","ACCESS-CM2",2037,0
"SSP5 2085","ACCESS-CM2",2038,0
"SSP5 2085","ACCESS-CM2",2039,0
"SSP5 2085","ACCESS-CM2",2040,0
"SSP5 2085","ACCESS-CM2",2041,0
"SSP5 2085","ACCESS-CM2",2042,0
"SSP5 2085","ACCESS-CM2",2043,0
"SSP5 2085","ACCESS-CM2",2044,0
"SSP5 2085","ACCESS-CM2",2045,0
"SSP5 2085","ACCESS-CM2",2046,5
"SSP5 2085","ACCESS-CM2",2047,0
"SSP5 2085","ACCESS-CM2",2048,0
"SSP5 2085","ACCESS-CM2",2049,0
"SSP5 2085","ACCESS-CM2",2050,0
"SSP5 2085","ACCESS-CM2",2051,0
"SSP5 2085","ACCESS-CM2",2052,0
"SSP5 2085","ACCESS-CM2",2053,0
"SSP5 2085","ACCESS-CM2",2054,0
"SSP5 2085","ACCESS-CM2",2055,0
"SSP5 2085","ACCESS-CM2",2056,0
"SSP5 2085","ACCESS-CM2",2057,0
"SSP5 2085","ACCESS-CM2",2058,0
"SSP5 2085","ACCESS-CM2",2059,0
"SSP5 2085","ACCESS-CM2",2060,0
"SSP5 2085","ACCESS-CM2",2061,0
"SSP5 2085","ACCESS-CM2",2062,0
"SSP5 2085","ACCESS-CM2",2063,0
"SSP5 2085","ACCESS-CM2",2064,10
"SSP5 2085","ACCESS-CM2",2065,0
"SSP5 2085","ACCESS-CM2",2066,0
"SSP5 2085","ACCESS-CM2",2067,0
"SSP5 2085","ACCESS-CM2",2068,0
"SSP5 2085","ACCESS-CM2",2069,0
"SSP5 2085","ACCESS-CM2",2070,5
"SSP5 2085","ACCESS-CM2",2071,0
"SSP5 2085","ACCESS-CM2",2072,7
"SSP5 2085","ACCESS-CM2",2073,0
"SSP5 2085","ACCESS-CM2",2074,0
"SSP5 2085","ACCESS-CM2",2075,0
"SSP5 2085","ACCESS-CM2",2076,0
"SSP5 2085","ACCESS-CM2",2077,0
"SSP5 2085","ACCESS-CM2",2078,3
"SSP5 2085","ACCESS-CM2",2079,0
"SSP5 2085","ACCESS-CM2",2080,0
"SSP5 2085","ACCESS-CM2",2081,0
"SSP5 2085","ACCESS-CM2",2082,0
"SSP5 2085","ACCESS-CM2",2083,0
"SSP5 2085","ACCESS-CM2",2084,0
"SSP5 2085","ACCESS-CM2",2085,0
"SSP5 2085","ACCESS-CM2",2086,0
"SSP5 2085","ACCESS-CM2",2087,0
"SSP5 2085","ACCESS-CM2",2088,0
"SSP5 2085","ACCESS-CM2",2089,0
"SSP5 2085","ACCESS-CM2",2090,7
"SSP5 2085","ACCESS-CM2",2091,0
"SSP5 2085","ACCESS-CM2",2092,0
"SSP5 2085","ACCESS-CM2",2093,0
"SSP5 2085","ACCESS-CM2",2094,0
"SSP5 2085","ACCESS-CM2",2095,0
"SSP5 2085","ACCESS-CM2",2096,0
"SSP5 2085","ACCESS-CM2",2097,0
"SSP5 2085","ACCESS-CM2",2098,0
"SSP5 2085","ACCESS-CM2",2099,0
"SSP5 2085","ACCESS-CM2",2100,0
"SSP5 2085","AWI-CM-1-1-MR",2002,0
"SSP5 2085","AWI-CM-1-1-MR",2003,0
"SSP5 2085","AWI-CM-1-1-MR",2004,0
"SSP5 2085","AWI-CM-1-1-MR",2005,0
"SSP5 2085","AWI-CM-1-1-MR",2006,0
"SSP5 2085","AWI-CM-1-1-MR",2007,0
"SSP5 2085","AWI-CM-1-1-MR",2008,0
"SSP5 2085","AWI-CM-1-1-MR",2009,0
"SSP5 2085","AWI-CM-1-1-MR",2010,0
"SSP5 2085","AWI-CM-1-1-MR",2011,0
"SSP5 2085","AWI-CM-1-1-MR",2012,0
"SSP5 2085","AWI-CM-1-1-MR",2013,0
"SSP5 2085","AWI-CM-1-1-MR",2014,0
"SSP5 2085","AWI-CM-1-1-MR",2015,0
"SSP5 2085","AWI-CM-1-1-MR",2016,0
"SSP5 2085","AWI-CM-1-1-MR",2017,0
"SSP5 2085","AWI-CM-1-1-MR",2018,0
"SSP5 2085","AWI-CM-1-1-MR",2019,4
"SSP5 2085","AWI-CM-1-1-MR",2020,0
"SSP5 2085","AWI-CM-1-1-MR",2021,0
"SSP5 2085","AWI-CM-1-1-MR",2022,0
"SSP5 2085","AWI-CM-1-1-MR",2023,0
"SSP5 2085","AWI-CM-1-1-MR",2024,0
"SSP5 2085","AWI-CM-1-1-MR",2025,0
"SSP5 2085","AWI-CM-1-1-MR",2026,0
"SSP5 2085","AWI-CM-1-1-MR",2027,0
"SSP5 2085","AWI-CM-1-1-MR",2028,0
"SSP5 2085","AWI-CM-1-1-MR",2029,0
"SSP5 2085","AWI-CM-1-1-MR",2030,0
"SSP5 2085","AWI-CM-1-1-MR",2031,0
"SSP5 2085","AWI-CM-1-1-MR",2032,0
"SSP5 2085","AWI-CM-1-1-MR",2033,0
"SSP5 2085","AWI-CM-1-1-MR",2034,0
"SSP5 2085","AWI-CM-1-1-MR",2035,0
"SSP5 2085","AWI-CM-1-1-MR",2036,0
"SSP5 2085","AWI-CM-1-1-MR",2037,0
"SSP5 2085","AWI-CM-1-1-MR",2038,0
"SSP5 2085","AWI-CM-1-1-MR",2039,0
"SSP5 2085","AWI-CM-1-1-MR",2040,0
"SSP5 2085","AWI-CM-1-1-MR",2041,11
"SSP5 2085","AWI-CM-1-1-MR",2042,0
"SSP5 2085","AWI-CM-1-1-MR",2043,0
"SSP5 2085","AWI-CM-1-1-MR",2044,0
"SSP5 2085","AWI-CM-1-1-MR",2045,0
"SSP5 2085","AWI-CM-1-1-MR",2046,0
"SSP5 2085","AWI-CM-1-1-MR",2047,0
"SSP5 2085","AWI-CM-1-1-MR",2048,0
"SSP5 2085","AWI-CM-1-1-MR",2049,0
"SSP5 2085","AWI-CM-1-1-MR",2050,0
"SSP5 2085","AWI-CM-1-1-MR",2051,0
"SSP5 2085","AWI-CM-1-1-MR",2052,0
"SSP5 2085","AWI-CM-1-1-MR",2053,0
"SSP5 2085","AWI-CM-1-1-MR",2054,0
"SSP5 2085","AWI-CM-1-1-MR",2055,0
"SSP5 2085","AWI-CM-1-1-MR",2056,0
"SSP5 2085","AWI-CM-1-1-MR",2057,0
"SSP5 2085","AWI-CM-1-1-MR",2058,0
"SSP5 2085","AWI-CM-1-1-MR",2059,0
"SSP5 2085","AWI-CM-1-1-MR",2060,0
"SSP5 2085","AWI-CM-1-1-MR",2061,0
"SSP5 2085","AWI-CM-1-1-MR",2062,0
"SSP5 2085","AWI-CM-1-1-MR",2063,0
"SSP5 2085","AWI-CM-1-1-MR",2064,0
"SSP5 2085","AWI-CM-1-1-MR",2065,0
"SSP5 2085","AWI-CM-1-1-MR",2066,0
"SSP5 2085","AWI-CM-1-1-MR",2067,0
"SSP5 2085","AWI-CM-1-1-MR",2068,0
"SSP5 2085","AWI-CM-1-1-MR",2069,0
"SSP5 2085","AWI-CM-1-1-MR",2070,0
"SSP5 2085","AWI-CM-1-1-MR",2071,0
"SSP5 2085","AWI-CM-1-1-MR",2072,0
"SSP5 2085","AWI-CM-1-1-MR",2073,0
"SSP5 2085","AWI-CM-1-1-MR",2074,0
"SSP5 2085","AWI-CM-1-1-MR",2075,0
"SSP5 2085","AWI-CM-1-1-MR",2076,0
"SSP5 2085","AWI-CM-1-1-MR",2077,0
"SSP5 2085","AWI-CM-1-1-MR",2078,0
"SSP5 2085","AWI-CM-1-1-MR",2079,0
"SSP5 2085","AWI-CM-1-1-MR",2080,0
"SSP5 2085","AWI-CM-1-1-MR",2081,0
"SSP5 2085","AWI-CM-1-1-MR",2082,0
"SSP5 2085","AWI-CM-1-1-MR",2083,0
"SSP5 2085","AWI-CM-1-1-MR",2084,0
"SSP5 2085","AWI-CM-1-1-MR",2085,0
"SSP5 2085","AWI-CM-1-1-MR",2086,0
"SSP5 2085","AWI-CM-1-1-MR",2087,0
"SSP5 2085","AWI-CM-1-1-MR",2088,0
"SSP5 2085","AWI-CM-1-1-MR",2089,0
"SSP5 2085","AWI-CM-1-1-MR",2090,0
"SSP5 2085","AWI-CM-1-1-MR",2091,0
"SSP5 2085","AWI-CM-1-1-MR",2092,0
"SSP5 2085","AWI-CM-1-1-MR",2093,0
"SSP5 2085","AWI-CM-1-1-MR",2094,0
"SSP5 2085","AWI-CM-1-1-MR",2095,0
"SSP5 2085","AWI-CM-1-1-MR",2096,0
"SSP5 2085","AWI-CM-1-1-MR",2097,0
"SSP5 2085","AWI-CM-1-1-MR",2098,0
"SSP5 2085","AWI-CM-1-1-MR",2099,0
"SSP5 2085","AWI-CM-1-1-MR",2100,0
"SSP5 2085","CIESM",2002,0
"SSP5 2085","CIESM",2003,0
"SSP5 2085","CIESM",2004,0
"SSP5 2085","CIESM",2005,0
"SSP5 2085","CIESM",2006,0
"SSP5 2085","CIESM",2007,0
"SSP5 2085","CIESM",2008,0
"SSP5 2085","CIESM",2009,0
"SSP5 2085","CIESM",2010,1
"SSP5 2085","CIESM",2011,0
"SSP5 2085","CIESM",2012,0
"SSP5 2085","CIESM",2013,0
"SSP5 2085","CIESM",2014,0
"SSP5 2085","CIESM",2015,6
"SSP5 2085","CIESM",2016,0
"SSP5 2085","CIESM",2017,1
"SSP5 2085","CIESM",2018,0
"SSP5 2085","CIESM",2019,6
"SSP5 2085","CIESM",2020,0
"SSP5 2085","CIESM",2021,0
"SSP5 2085","CIESM",2022,0
"SSP5 2085","CIESM",2023,0
"SSP5 2085","CIESM",2024,0
"SSP5 2085","CIESM",2025,0
"SSP5 2085","CIESM",2026,0
"SSP5 2085","CIESM",2027,8
"SSP5 2085","CIESM",2028,0
"SSP5 2085","CIESM",2029,0
"SSP5 2085","CIESM",2030,0
"SSP5 2085","CIESM",2031,0
"SSP5 2085","CIESM",2032,0
"SSP5 2085","CIESM",2033,2
"SSP5 2085","CIESM",2034,0
"SSP5 2085","CIESM",2035,0
"SSP5 2085","CIESM",2036,0
"SSP5 2085","CIESM",2037,0
"SSP5 2085","CIESM",2038,0
"SSP5 2085","CIESM",2039,0
"SSP5 2085","CIESM",2040,0
"SSP5 2085","CIESM",2041,0
"SSP5 2085","CIESM",2042,0
"SSP5 2085","CIESM",2043,0
"SSP5 2085","CIESM",2044,2
"SSP5 2085","CIESM",2045,0
"SSP5 2085","CIESM",2046,7
"SSP5 2085","CIESM",2047,0
"SSP5 2085","CIESM",2048,2
"SSP5 2085","CIESM",2049,0
"SSP5 2085","CIESM",2050,0
"SSP5 2085","CIESM",2051,0
"SSP5 2085","CIESM",2052,0
"SSP5 2085","CIESM",2053,0
"SSP5 2085","CIESM",2054,0
"SSP5 2085","CIESM",2055,0
"SSP5 2085","CIESM",2056,0
"SSP5 2085","CIESM",2057,5
"SSP5 2085","CIESM",2058,0
"SSP5 2085","CIESM",2059,0
"SSP5 2085","CIESM",2060,0
"SSP5 2085","CIESM",2061,0
"SSP5 2085","CIESM",2062,0
"SSP5 2085","CIESM",2063,1
"SSP5 2085","CIESM",2064,17
"SSP5 2085","CIESM",2065,0
"SSP5 2085","CIESM",2066,0
"SSP5 2085","CIESM",2067,0
"SSP5 2085","CIESM",2068,0
"SSP5 2085","CIESM",2069,0
"SSP5 2085","CIESM",2070,2
"SSP5 2085","CIESM",2071,1
"SSP5 2085","CIESM",2072,0
"SSP5 2085","CIESM",2073,0
"SSP5 2085","CIESM",2074,0
"SSP5 2085","CIESM",2075,0
"SSP5 2085","CIESM",2076,0
"SSP5 2085","CIESM",2077,0
"SSP5 2085","CIESM",2078,9
"SSP5 2085","CIESM",2079,0
"SSP5 2085","CIESM",2080,0
"SSP5 2085","CIESM",2081,3
"SSP5 2085","CIESM",2082,0
"SSP5 2085","CIESM",2083,0
"SSP5 2085","CIESM",2084,0
"SSP5 2085","CIESM",2085,0
"SSP5 2085","CIESM",2086,0
"SSP5 2085","CIESM",2087,0
"SSP5 2085","CIESM",2088,0
"SSP5 2085","CIESM",2089,1
"SSP5 2085","CIESM",2090,7
"SSP5 2085","CIESM",2091,0
"SSP5 2085","CIESM",2092,0
"SSP5 2085","CIESM",2093,0
"SSP5 2085","CIESM",2094,0
"SSP5 2085","CIESM",2095,0
"SSP5 2085","CIESM",2096,0
"SSP5 2085","CIESM",2097,0
"SSP5 2085","CIESM",2098,0
"SSP5 2085","CIESM",2099,0
"SSP5 2085","CIESM",2100,0
"SSP5 2085","CMCC-ESM2",2002,2
"SSP5 2085","CMCC-ESM2",2003,0
"SSP5 2085","CMCC-ESM2",2004,0
"SSP5 2085","CMCC-ESM2",2005,0
"SSP5 2085","CMCC-ESM2",2006,0
"SSP5 2085","CMCC-ESM2",2007,0
"SSP5 2085","CMCC-ESM2",2008,0
"SSP5 2085","CMCC-ESM2",2009,9
"SSP5 2085","CMCC-ESM2",2010,0
"SSP5 2085","CMCC-ESM2",2011,0
"SSP5 2085","CMCC-ESM2",2012,0
"SSP5 2085","CMCC-ESM2",2013,0
