"SSP_Time","GCM","Year","Pheno"
"SSP3 2050","INM-CM5-0",2017,91.625
"SSP3 2050","INM-CM5-0",2018,90.4166666666667
"SSP3 2050","INM-CM5-0",2019,111.791666666667
"SSP3 2050","INM-CM5-0",2020,91.4166666666667
"SSP3 2050","INM-CM5-0",2021,85.125
"SSP3 2050","INM-CM5-0",2022,92.25
"SSP3 2050","INM-CM5-0",2023,96.1666666666667
"SSP3 2050","INM-CM5-0",2024,84.5833333333333
"SSP3 2050","INM-CM5-0",2025,84.0416666666667
"SSP3 2050","INM-CM5-0",2026,62.9583333333333
"SSP3 2050","INM-CM5-0",2027,81.2916666666667
"SSP3 2050","INM-CM5-0",2028,77.125
"SSP3 2050","INM-CM5-0",2029,87.9583333333333
"SSP3 2050","INM-CM5-0",2030,89.25
"SSP3 2050","INM-CM5-0",2031,61.0833333333333
"SSP3 2050","INM-CM5-0",2032,78.3333333333333
"SSP3 2050","INM-CM5-0",2033,94.9166666666667
"SSP3 2050","INM-CM5-0",2034,89.0416666666667
"SSP3 2050","INM-CM5-0",2035,89.5416666666667
"SSP3 2050","INM-CM5-0",2036,91.2083333333333
"SSP3 2050","INM-CM5-0",2037,103.083333333333
"SSP3 2050","INM-CM5-0",2038,100.125
"SSP3 2050","INM-CM5-0",2039,115.125
"SSP3 2050","INM-CM5-0",2040,70.1666666666667
"SSP3 2050","INM-CM5-0",2041,71.125
"SSP3 2050","INM-CM5-0",2042,98.2083333333333
"SSP3 2050","INM-CM5-0",2043,82.25
"SSP3 2050","INM-CM5-0",2044,83.5
"SSP3 2050","INM-CM5-0",2045,102.333333333333
"SSP3 2050","INM-CM5-0",2046,115.166666666667
"SSP3 2050","INM-CM5-0",2047,92.1666666666667
"SSP3 2050","INM-CM5-0",2048,86.0833333333333
"SSP3 2050","INM-CM5-0",2049,101.083333333333
"SSP3 2050","INM-CM5-0",2050,95.1666666666667
"SSP3 2050","INM-CM5-0",2051,111
"SSP3 2050","INM-CM5-0",2052,96.2916666666667
"SSP3 2050","INM-CM5-0",2053,74.9583333333333
"SSP3 2050","INM-CM5-0",2054,69.25
"SSP3 2050","INM-CM5-0",2055,82.5416666666667
"SSP3 2050","INM-CM5-0",2056,87.2916666666667
"SSP3 2050","INM-CM5-0",2057,98.8333333333333
"SSP3 2050","INM-CM5-0",2058,84.125
"SSP3 2050","INM-CM5-0",2059,88.125
"SSP3 2050","INM-CM5-0",2060,99.9583333333333
"SSP3 2050","INM-CM5-0",2061,98.1666666666667
"SSP3 2050","INM-CM5-0",2062,105.208333333333
"SSP3 2050","INM-CM5-0",2063,94.2083333333333
"SSP3 2050","INM-CM5-0",2064,84.1666666666667
"SSP3 2050","INM-CM5-0",2065,79.0833333333333
"SSP3 2050","INM-CM5-0",2066,84.2916666666667
"SSP3 2050","INM-CM5-0",2067,77.0833333333333
"SSP3 2050","INM-CM5-0",2068,87.0416666666667
"SSP3 2050","INM-CM5-0",2069,90.0833333333333
"SSP3 2050","INM-CM5-0",2070,80.625
"SSP3 2050","INM-CM5-0",2071,85.2916666666667
"SSP3 2050","INM-CM5-0",2072,80.2083333333333
"SSP3 2050","INM-CM5-0",2073,74.2916666666667
"SSP3 2050","INM-CM5-0",2074,94.0833333333333
"SSP3 2050","INM-CM5-0",2075,95.125
"SSP3 2050","INM-CM5-0",2076,70.6666666666667
"SSP3 2050","INM-CM5-0",2077,83.0833333333333
"SSP3 2050","INM-CM5-0",2078,106.166666666667
"SSP3 2050","INM-CM5-0",2079,83.125
"SSP3 2050","INM-CM5-0",2080,82.25
"SSP3 2050","INM-CM5-0",2081,65
"SSP3 2050","INM-CM5-0",2082,104.708333333333
"SSP3 2050","INM-CM5-0",2083,111.083333333333
"SSP3 2050","INM-CM5-0",2084,82.4583333333333
"SSP3 2050","INM-CM5-0",2085,85.0416666666667
"SSP3 2050","INM-CM5-0",2086,104.291666666667
"SSP3 2050","INM-CM5-0",2087,106.916666666667
"SSP3 2050","INM-CM5-0",2088,88.25
"SSP3 2050","INM-CM5-0",2089,95.4166666666667
"SSP3 2050","INM-CM5-0",2090,97.5
"SSP3 2050","INM-CM5-0",2091,112.125
"SSP3 2050","INM-CM5-0",2092,104.208333333333
"SSP3 2050","INM-CM5-0",2093,103.875
"SSP3 2050","INM-CM5-0",2094,92.25
"SSP3 2050","INM-CM5-0",2095,116.166666666667
"SSP3 2050","INM-CM5-0",2096,82.75
"SSP3 2050","INM-CM5-0",2097,119.25
"SSP3 2050","INM-CM5-0",2098,99.125
"SSP3 2050","INM-CM5-0",2099,91.1666666666667
"SSP3 2050","INM-CM5-0",2100,86.2916666666667
"SSP3 2050","IPSL-CM6A-LR",2001,NA
"SSP3 2050","IPSL-CM6A-LR",2002,106.166666666667
"SSP3 2050","IPSL-CM6A-LR",2003,102.291666666667
"SSP3 2050","IPSL-CM6A-LR",2004,94.9166666666667
"SSP3 2050","IPSL-CM6A-LR",2005,80.1666666666667
"SSP3 2050","IPSL-CM6A-LR",2006,95.125
"SSP3 2050","IPSL-CM6A-LR",2007,94.0416666666667
"SSP3 2050","IPSL-CM6A-LR",2008,101.708333333333
"SSP3 2050","IPSL-CM6A-LR",2009,94.375
"SSP3 2050","IPSL-CM6A-LR",2010,96.4166666666667
"SSP3 2050","IPSL-CM6A-LR",2011,87.5
"SSP3 2050","IPSL-CM6A-LR",2012,104
"SSP3 2050","IPSL-CM6A-LR",2013,98.375
"SSP3 2050","IPSL-CM6A-LR",2014,97.125
"SSP3 2050","IPSL-CM6A-LR",2015,117.25
"SSP3 2050","IPSL-CM6A-LR",2016,105.166666666667
"SSP3 2050","IPSL-CM6A-LR",2017,101.416666666667
"SSP3 2050","IPSL-CM6A-LR",2018,97.125
"SSP3 2050","IPSL-CM6A-LR",2019,118.25
"SSP3 2050","IPSL-CM6A-LR",2020,97.4166666666667
"SSP3 2050","IPSL-CM6A-LR",2021,92.4583333333333
"SSP3 2050","IPSL-CM6A-LR",2022,95.1666666666667
"SSP3 2050","IPSL-CM6A-LR",2023,101.458333333333
"SSP3 2050","IPSL-CM6A-LR",2024,99.2083333333333
"SSP3 2050","IPSL-CM6A-LR",2025,89.8333333333333
"SSP3 2050","IPSL-CM6A-LR",2026,72.0833333333333
"SSP3 2050","IPSL-CM6A-LR",2027,85.1666666666667
"SSP3 2050","IPSL-CM6A-LR",2028,86.25
"SSP3 2050","IPSL-CM6A-LR",2029,93.25
"SSP3 2050","IPSL-CM6A-LR",2030,104.333333333333
"SSP3 2050","IPSL-CM6A-LR",2031,90.4166666666667
"SSP3 2050","IPSL-CM6A-LR",2032,91.75
"SSP3 2050","IPSL-CM6A-LR",2033,100.166666666667
"SSP3 2050","IPSL-CM6A-LR",2034,100.375
"SSP3 2050","IPSL-CM6A-LR",2035,108.958333333333
"SSP3 2050","IPSL-CM6A-LR",2036,100.125
"SSP3 2050","IPSL-CM6A-LR",2037,106.375
"SSP3 2050","IPSL-CM6A-LR",2038,105.916666666667
"SSP3 2050","IPSL-CM6A-LR",2039,121
"SSP3 2050","IPSL-CM6A-LR",2040,93.9583333333333
"SSP3 2050","IPSL-CM6A-LR",2041,85.2083333333333
"SSP3 2050","IPSL-CM6A-LR",2042,102.25
"SSP3 2050","IPSL-CM6A-LR",2043,104.375
"SSP3 2050","IPSL-CM6A-LR",2044,93.1666666666667
"SSP3 2050","IPSL-CM6A-LR",2045,105.125
"SSP3 2050","IPSL-CM6A-LR",2046,116.416666666667
"SSP3 2050","IPSL-CM6A-LR",2047,98.9166666666667
"SSP3 2050","IPSL-CM6A-LR",2048,103.5
"SSP3 2050","IPSL-CM6A-LR",2049,105.166666666667
"SSP3 2050","IPSL-CM6A-LR",2050,100.208333333333
"SSP3 2050","IPSL-CM6A-LR",2051,118.291666666667
"SSP3 2050","IPSL-CM6A-LR",2052,105
"SSP3 2050","IPSL-CM6A-LR",2053,91.3333333333333
"SSP3 2050","IPSL-CM6A-LR",2054,99
"SSP3 2050","IPSL-CM6A-LR",2055,90.1666666666667
"SSP3 2050","IPSL-CM6A-LR",2056,96
"SSP3 2050","IPSL-CM6A-LR",2057,102.541666666667
"SSP3 2050","IPSL-CM6A-LR",2058,94.2083333333333
"SSP3 2050","IPSL-CM6A-LR",2059,99.4583333333333
"SSP3 2050","IPSL-CM6A-LR",2060,103.291666666667
"SSP3 2050","IPSL-CM6A-LR",2061,105.125
"SSP3 2050","IPSL-CM6A-LR",2062,109.166666666667
"SSP3 2050","IPSL-CM6A-LR",2063,100.291666666667
"SSP3 2050","IPSL-CM6A-LR",2064,112.083333333333
"SSP3 2050","IPSL-CM6A-LR",2065,90.125
"SSP3 2050","IPSL-CM6A-LR",2066,90.1666666666667
"SSP3 2050","IPSL-CM6A-LR",2067,89.2083333333333
"SSP3 2050","IPSL-CM6A-LR",2068,93.1666666666667
"SSP3 2050","IPSL-CM6A-LR",2069,101.041666666667
"SSP3 2050","IPSL-CM6A-LR",2070,91
"SSP3 2050","IPSL-CM6A-LR",2071,93.2916666666667
"SSP3 2050","IPSL-CM6A-LR",2072,101.416666666667
"SSP3 2050","IPSL-CM6A-LR",2073,91.1666666666667
"SSP3 2050","IPSL-CM6A-LR",2074,97.75
"SSP3 2050","IPSL-CM6A-LR",2075,99.125
"SSP3 2050","IPSL-CM6A-LR",2076,97.2916666666667
"SSP3 2050","IPSL-CM6A-LR",2077,96.2083333333333
"SSP3 2050","IPSL-CM6A-LR",2078,110.833333333333
"SSP3 2050","IPSL-CM6A-LR",2079,88.2916666666667
"SSP3 2050","IPSL-CM6A-LR",2080,91.2083333333333
"SSP3 2050","IPSL-CM6A-LR",2081,73.0416666666667
"SSP3 2050","IPSL-CM6A-LR",2082,108.625
"SSP3 2050","IPSL-CM6A-LR",2083,120.125
"SSP3 2050","IPSL-CM6A-LR",2084,92.5
"SSP3 2050","IPSL-CM6A-LR",2085,100.083333333333
"SSP3 2050","IPSL-CM6A-LR",2086,106.416666666667
"SSP3 2050","IPSL-CM6A-LR",2087,108
"SSP3 2050","IPSL-CM6A-LR",2088,92.2916666666667
"SSP3 2050","IPSL-CM6A-LR",2089,102.208333333333
"SSP3 2050","IPSL-CM6A-LR",2090,102.291666666667
"SSP3 2050","IPSL-CM6A-LR",2091,113.958333333333
"SSP3 2050","IPSL-CM6A-LR",2092,106.083333333333
"SSP3 2050","IPSL-CM6A-LR",2093,110.125
"SSP3 2050","IPSL-CM6A-LR",2094,103.833333333333
"SSP3 2050","IPSL-CM6A-LR",2095,123.083333333333
"SSP3 2050","IPSL-CM6A-LR",2096,85.375
"SSP3 2050","IPSL-CM6A-LR",2097,121.416666666667
"SSP3 2050","IPSL-CM6A-LR",2098,105.458333333333
"SSP3 2050","IPSL-CM6A-LR",2099,102.208333333333
"SSP3 2050","IPSL-CM6A-LR",2100,91.25
"SSP3 2050","MIROC6",2001,NA
"SSP3 2050","MIROC6",2002,95
"SSP3 2050","MIROC6",2003,96.2916666666667
"SSP3 2050","MIROC6",2004,92.2916666666667
"SSP3 2050","MIROC6",2005,86.375
"SSP3 2050","MIROC6",2006,92.25
"SSP3 2050","MIROC6",2007,90.4583333333333
"SSP3 2050","MIROC6",2008,99.25
"SSP3 2050","MIROC6",2009,94.4166666666667
"SSP3 2050","MIROC6",2010,92.9166666666667
"SSP3 2050","MIROC6",2011,87.0833333333333
"SSP3 2050","MIROC6",2012,103.333333333333
"SSP3 2050","MIROC6",2013,95.2083333333333
"SSP3 2050","MIROC6",2014,98.125
"SSP3 2050","MIROC6",2015,105.291666666667
"SSP3 2050","MIROC6",2016,98.2916666666667
"SSP3 2050","MIROC6",2017,99.375
"SSP3 2050","MIROC6",2018,95.3333333333333
"SSP3 2050","MIROC6",2019,113.375
"SSP3 2050","MIROC6",2020,95.5833333333333
"SSP3 2050","MIROC6",2021,92.125
"SSP3 2050","MIROC6",2022,93.875
"SSP3 2050","MIROC6",2023,98.375
"SSP3 2050","MIROC6",2024,97.0833333333333
"SSP3 2050","MIROC6",2025,88.2083333333333
"SSP3 2050","MIROC6",2026,73.9166666666667
"SSP3 2050","MIROC6",2027,84.7916666666667
"SSP3 2050","MIROC6",2028,85.1666666666667
"SSP3 2050","MIROC6",2029,90.5416666666667
"SSP3 2050","MIROC6",2030,98.6666666666667
"SSP3 2050","MIROC6",2031,78.5
"SSP3 2050","MIROC6",2032,88.125
"SSP3 2050","MIROC6",2033,99.2916666666667
"SSP3 2050","MIROC6",2034,99.0416666666667
"SSP3 2050","MIROC6",2035,95.2083333333333
"SSP3 2050","MIROC6",2036,98.9166666666667
"SSP3 2050","MIROC6",2037,106.25
"SSP3 2050","MIROC6",2038,103.958333333333
"SSP3 2050","MIROC6",2039,118.916666666667
"SSP3 2050","MIROC6",2040,88.0833333333333
"SSP3 2050","MIROC6",2041,82.125
"SSP3 2050","MIROC6",2042,101.625
"SSP3 2050","MIROC6",2043,96.375
"SSP3 2050","MIROC6",2044,91.0833333333333
"SSP3 2050","MIROC6",2045,104.5
"SSP3 2050","MIROC6",2046,115.208333333333
"SSP3 2050","MIROC6",2047,97.2083333333333
"SSP3 2050","MIROC6",2048,99.2083333333333
"SSP3 2050","MIROC6",2049,105.083333333333
"SSP3 2050","MIROC6",2050,98.375
"SSP3 2050","MIROC6",2051,115
"SSP3 2050","MIROC6",2052,105.083333333333
"SSP3 2050","MIROC6",2053,81.2083333333333
"SSP3 2050","MIROC6",2054,93.0416666666667
"SSP3 2050","MIROC6",2055,88.0833333333333
"SSP3 2050","MIROC6",2056,91.25
"SSP3 2050","MIROC6",2057,101.25
"SSP3 2050","MIROC6",2058,92.25
"SSP3 2050","MIROC6",2059,94.2916666666667
"SSP3 2050","MIROC6",2060,101.958333333333
"SSP3 2050","MIROC6",2061,102.958333333333
"SSP3 2050","MIROC6",2062,107.166666666667
"SSP3 2050","MIROC6",2063,100.041666666667
"SSP3 2050","MIROC6",2064,102.916666666667
"SSP3 2050","MIROC6",2065,84.4583333333333
"SSP3 2050","MIROC6",2066,89.875
"SSP3 2050","MIROC6",2067,86.4166666666667
"SSP3 2050","MIROC6",2068,92.25
"SSP3 2050","MIROC6",2069,95.2083333333333
"SSP3 2050","MIROC6",2070,86.25
"SSP3 2050","MIROC6",2071,93.375
"SSP3 2050","MIROC6",2072,87.0416666666667
"SSP3 2050","MIROC6",2073,88.25
"SSP3 2050","MIROC6",2074,97.375
"SSP3 2050","MIROC6",2075,97.375
"SSP3 2050","MIROC6",2076,92.125
"SSP3 2050","MIROC6",2077,93
"SSP3 2050","MIROC6",2078,109.333333333333
"SSP3 2050","MIROC6",2079,88.1666666666667
"SSP3 2050","MIROC6",2080,90.1666666666667
"SSP3 2050","MIROC6",2081,70.0833333333333
"SSP3 2050","MIROC6",2082,105.458333333333
"SSP3 2050","MIROC6",2083,113.166666666667
"SSP3 2050","MIROC6",2084,88.4583333333333
"SSP3 2050","MIROC6",2085,99.0416666666667
"SSP3 2050","MIROC6",2086,106.416666666667
"SSP3 2050","MIROC6",2087,107.083333333333
"SSP3 2050","MIROC6",2088,91.3333333333333
"SSP3 2050","MIROC6",2089,99.1666666666667
"SSP3 2050","MIROC6",2090,99.375
"SSP3 2050","MIROC6",2091,113
"SSP3 2050","MIROC6",2092,105.125
"SSP3 2050","MIROC6",2093,107.25
"SSP3 2050","MIROC6",2094,98.25
"SSP3 2050","MIROC6",2095,117.041666666667
"SSP3 2050","MIROC6",2096,84.5
"SSP3 2050","MIROC6",2097,119.041666666667
"SSP3 2050","MIROC6",2098,102.333333333333
"SSP3 2050","MIROC6",2099,99
"SSP3 2050","MIROC6",2100,89.5
"SSP3 2050","MPI-ESM1-2-LR",2001,NA
"SSP3 2050","MPI-ESM1-2-LR",2002,106.083333333333
"SSP3 2050","MPI-ESM1-2-LR",2003,103.291666666667
"SSP3 2050","MPI-ESM1-2-LR",2004,97.0416666666667
"SSP3 2050","MPI-ESM1-2-LR",2005,93.7916666666667
"SSP3 2050","MPI-ESM1-2-LR",2006,92.75
"SSP3 2050","MPI-ESM1-2-LR",2007,94.0833333333333
"SSP3 2050","MPI-ESM1-2-LR",2008,102.666666666667
"SSP3 2050","MPI-ESM1-2-LR",2009,98.0416666666667
"SSP3 2050","MPI-ESM1-2-LR",2010,96.0416666666667
"SSP3 2050","MPI-ESM1-2-LR",2011,92.3333333333333
"SSP3 2050","MPI-ESM1-2-LR",2012,105.333333333333
"SSP3 2050","MPI-ESM1-2-LR",2013,98.2083333333333
"SSP3 2050","MPI-ESM1-2-LR",2014,103.833333333333
"SSP3 2050","MPI-ESM1-2-LR",2015,118.416666666667
"SSP3 2050","MPI-ESM1-2-LR",2016,107.208333333333
"SSP3 2050","MPI-ESM1-2-LR",2017,102
"SSP3 2050","MPI-ESM1-2-LR",2018,97.1666666666667
"SSP3 2050","MPI-ESM1-2-LR",2019,120.083333333333
"SSP3 2050","MPI-ESM1-2-LR",2020,98.25
"SSP3 2050","MPI-ESM1-2-LR",2021,93.5416666666667
"SSP3 2050","MPI-ESM1-2-LR",2022,95.2083333333333
"SSP3 2050","MPI-ESM1-2-LR",2023,102.833333333333
"SSP3 2050","MPI-ESM1-2-LR",2024,100.208333333333
"SSP3 2050","MPI-ESM1-2-LR",2025,90.5833333333333
"SSP3 2050","MPI-ESM1-2-LR",2026,81.125
"SSP3 2050","MPI-ESM1-2-LR",2027,87.4166666666667
"SSP3 2050","MPI-ESM1-2-LR",2028,87.125
"SSP3 2050","MPI-ESM1-2-LR",2029,93.3333333333333
"SSP3 2050","MPI-ESM1-2-LR",2030,108.25
"SSP3 2050","MPI-ESM1-2-LR",2031,94.625
"SSP3 2050","MPI-ESM1-2-LR",2032,92.125
"SSP3 2050","MPI-ESM1-2-LR",2033,101.375
"SSP3 2050","MPI-ESM1-2-LR",2034,103.291666666667
"SSP3 2050","MPI-ESM1-2-LR",2035,111.458333333333
"SSP3 2050","MPI-ESM1-2-LR",2036,101.125
"SSP3 2050","MPI-ESM1-2-LR",2037,112
"SSP3 2050","MPI-ESM1-2-LR",2038,109.458333333333
"SSP3 2050","MPI-ESM1-2-LR",2039,123.5
"SSP3 2050","MPI-ESM1-2-LR",2040,94.1666666666667
"SSP3 2050","MPI-ESM1-2-LR",2041,88.1666666666667
"SSP3 2050","MPI-ESM1-2-LR",2042,106.041666666667
"SSP3 2050","MPI-ESM1-2-LR",2043,103.125
"SSP3 2050","MPI-ESM1-2-LR",2044,94.3333333333333
"SSP3 2050","MPI-ESM1-2-LR",2045,107.916666666667
"SSP3 2050","MPI-ESM1-2-LR",2046,118
"SSP3 2050","MPI-ESM1-2-LR",2047,99.2916666666667
"SSP3 2050","MPI-ESM1-2-LR",2048,104.125
"SSP3 2050","MPI-ESM1-2-LR",2049,108.125
"SSP3 2050","MPI-ESM1-2-LR",2050,102.208333333333
"SSP3 2050","MPI-ESM1-2-LR",2051,120.416666666667
"SSP3 2050","MPI-ESM1-2-LR",2052,117.083333333333
"SSP3 2050","MPI-ESM1-2-LR",2053,94.25
"SSP3 2050","MPI-ESM1-2-LR",2054,96.25
"SSP3 2050","MPI-ESM1-2-LR",2055,90.25
"SSP3 2050","MPI-ESM1-2-LR",2056,96.0416666666667
"SSP3 2050","MPI-ESM1-2-LR",2057,103.583333333333
"SSP3 2050","MPI-ESM1-2-LR",2058,98.2916666666667
"SSP3 2050","MPI-ESM1-2-LR",2059,99.25
"SSP3 2050","MPI-ESM1-2-LR",2060,103.5
"SSP3 2050","MPI-ESM1-2-LR",2061,105.375
"SSP3 2050","MPI-ESM1-2-LR",2062,109.875
"SSP3 2050","MPI-ESM1-2-LR",2063,101.666666666667
"SSP3 2050","MPI-ESM1-2-LR",2064,114.458333333333
"SSP3 2050","MPI-ESM1-2-LR",2065,88.2083333333333
"SSP3 2050","MPI-ESM1-2-LR",2066,93.8333333333333
"SSP3 2050","MPI-ESM1-2-LR",2067,93.0833333333333
"SSP3 2050","MPI-ESM1-2-LR",2068,99.125
"SSP3 2050","MPI-ESM1-2-LR",2069,96.2083333333333
"SSP3 2050","MPI-ESM1-2-LR",2070,93.0833333333333
"SSP3 2050","MPI-ESM1-2-LR",2071,96.25
"SSP3 2050","MPI-ESM1-2-LR",2072,103.208333333333
"SSP3 2050","MPI-ESM1-2-LR",2073,91.125
"SSP3 2050","MPI-ESM1-2-LR",2074,97.9166666666667
"SSP3 2050","MPI-ESM1-2-LR",2075,99.3333333333333
"SSP3 2050","MPI-ESM1-2-LR",2076,101.291666666667
"SSP3 2050","MPI-ESM1-2-LR",2077,94.4166666666667
"SSP3 2050","MPI-ESM1-2-LR",2078,112.166666666667
"SSP3 2050","MPI-ESM1-2-LR",2079,90.7916666666667
"SSP3 2050","MPI-ESM1-2-LR",2080,93.4583333333333
"SSP3 2050","MPI-ESM1-2-LR",2081,73.1666666666667
"SSP3 2050","MPI-ESM1-2-LR",2082,108.416666666667
"SSP3 2050","MPI-ESM1-2-LR",2083,122.125
"SSP3 2050","MPI-ESM1-2-LR",2084,93.125
"SSP3 2050","MPI-ESM1-2-LR",2085,104
"SSP3 2050","MPI-ESM1-2-LR",2086,111.041666666667
"SSP3 2050","MPI-ESM1-2-LR",2087,108.208333333333
"SSP3 2050","MPI-ESM1-2-LR",2088,92.9583333333333
"SSP3 2050","MPI-ESM1-2-LR",2089,103.25
"SSP3 2050","MPI-ESM1-2-LR",2090,108.25
"SSP3 2050","MPI-ESM1-2-LR",2091,115.208333333333
"SSP3 2050","MPI-ESM1-2-LR",2092,106.75
"SSP3 2050","MPI-ESM1-2-LR",2093,110.666666666667
"SSP3 2050","MPI-ESM1-2-LR",2094,103.416666666667
"SSP3 2050","MPI-ESM1-2-LR",2095,124.541666666667
"SSP3 2050","MPI-ESM1-2-LR",2096,85.9583333333333
"SSP3 2050","MPI-ESM1-2-LR",2097,122.125
"SSP3 2050","MPI-ESM1-2-LR",2098,106.166666666667
"SSP3 2050","MPI-ESM1-2-LR",2099,103.166666666667
"SSP3 2050","MPI-ESM1-2-LR",2100,94.1666666666667
"SSP3 2050","MRI-ESM2-0",2001,NA
"SSP3 2050","MRI-ESM2-0",2002,106.041666666667
"SSP3 2050","MRI-ESM2-0",2003,101.125
"SSP3 2050","MRI-ESM2-0",2004,97.2083333333333
"SSP3 2050","MRI-ESM2-0",2005,94.0416666666667
"SSP3 2050","MRI-ESM2-0",2006,92.9166666666667
"SSP3 2050","MRI-ESM2-0",2007,92.9583333333333
"SSP3 2050","MRI-ESM2-0",2008,101.916666666667
"SSP3 2050","MRI-ESM2-0",2009,97.125
"SSP3 2050","MRI-ESM2-0",2010,95.3333333333333
"SSP3 2050","MRI-ESM2-0",2011,92
"SSP3 2050","MRI-ESM2-0",2012,105.125
"SSP3 2050","MRI-ESM2-0",2013,97.2083333333333
"SSP3 2050","MRI-ESM2-0",2014,102.25
"SSP3 2050","MRI-ESM2-0",2015,112
"SSP3 2050","MRI-ESM2-0",2016,106.25
"SSP3 2050","MRI-ESM2-0",2017,101.291666666667
"SSP3 2050","MRI-ESM2-0",2018,97.1666666666667
"SSP3 2050","MRI-ESM2-0",2019,118.083333333333
"SSP3 2050","MRI-ESM2-0",2020,97.4583333333333
"SSP3 2050","MRI-ESM2-0",2021,93.9583333333333
"SSP3 2050","MRI-ESM2-0",2022,94.4583333333333
"SSP3 2050","MRI-ESM2-0",2023,101.041666666667
"SSP3 2050","MRI-ESM2-0",2024,100
"SSP3 2050","MRI-ESM2-0",2025,90.0833333333333
"SSP3 2050","MRI-ESM2-0",2026,82.0416666666667
"SSP3 2050","MRI-ESM2-0",2027,87.2916666666667
"SSP3 2050","MRI-ESM2-0",2028,87.0833333333333
"SSP3 2050","MRI-ESM2-0",2029,92.2916666666667
"SSP3 2050","MRI-ESM2-0",2030,102.375
"SSP3 2050","MRI-ESM2-0",2031,97.0416666666667
"SSP3 2050","MRI-ESM2-0",2032,92.1666666666667
"SSP3 2050","MRI-ESM2-0",2033,101
"SSP3 2050","MRI-ESM2-0",2034,102.833333333333
"SSP3 2050","MRI-ESM2-0",2035,101.041666666667
"SSP3 2050","MRI-ESM2-0",2036,100.458333333333
"SSP3 2050","MRI-ESM2-0",2037,111.208333333333
"SSP3 2050","MRI-ESM2-0",2038,106.166666666667
"SSP3 2050","MRI-ESM2-0",2039,122.041666666667
"SSP3 2050","MRI-ESM2-0",2040,95.1666666666667
"SSP3 2050","MRI-ESM2-0",2041,88.2916666666667
"SSP3 2050","MRI-ESM2-0",2042,105.375
"SSP3 2050","MRI-ESM2-0",2043,102.166666666667
"SSP3 2050","MRI-ESM2-0",2044,94.0833333333333
"SSP3 2050","MRI-ESM2-0",2045,106.083333333333
"SSP3 2050","MRI-ESM2-0",2046,116.291666666667
"SSP3 2050","MRI-ESM2-0",2047,98.7083333333333
"SSP3 2050","MRI-ESM2-0",2048,103.125
"SSP3 2050","MRI-ESM2-0",2049,107.541666666667
"SSP3 2050","MRI-ESM2-0",2050,100.166666666667
"SSP3 2050","MRI-ESM2-0",2051,118.416666666667
"SSP3 2050","MRI-ESM2-0",2052,115.25
"SSP3 2050","MRI-ESM2-0",2053,94.0833333333333
"SSP3 2050","MRI-ESM2-0",2054,96.2916666666667
"SSP3 2050","MRI-ESM2-0",2055,90.1666666666667
"SSP3 2050","MRI-ESM2-0",2056,95.125
"SSP3 2050","MRI-ESM2-0",2057,103.125
"SSP3 2050","MRI-ESM2-0",2058,97.3333333333333
"SSP3 2050","MRI-ESM2-0",2059,99.2083333333333
"SSP3 2050","MRI-ESM2-0",2060,102.791666666667
"SSP3 2050","MRI-ESM2-0",2061,103.458333333333
"SSP3 2050","MRI-ESM2-0",2062,108.25
"SSP3 2050","MRI-ESM2-0",2063,101.333333333333
"SSP3 2050","MRI-ESM2-0",2064,114.208333333333
"SSP3 2050","MRI-ESM2-0",2065,87.125
"SSP3 2050","MRI-ESM2-0",2066,93.3333333333333
"SSP3 2050","MRI-ESM2-0",2067,91.25
"SSP3 2050","MRI-ESM2-0",2068,96.4166666666667
"SSP3 2050","MRI-ESM2-0",2069,94
"SSP3 2050","MRI-ESM2-0",2070,91
"SSP3 2050","MRI-ESM2-0",2071,96.1666666666667
"SSP3 2050","MRI-ESM2-0",2072,103.291666666667
"SSP3 2050","MRI-ESM2-0",2073,91.3333333333333
"SSP3 2050","MRI-ESM2-0",2074,98.25
"SSP3 2050","MRI-ESM2-0",2075,99.0416666666667
"SSP3 2050","MRI-ESM2-0",2076,102.083333333333
"SSP3 2050","MRI-ESM2-0",2077,94.1666666666667
"SSP3 2050","MRI-ESM2-0",2078,111.958333333333
"SSP3 2050","MRI-ESM2-0",2079,90.2916666666667
"SSP3 2050","MRI-ESM2-0",2080,93.0416666666667
"SSP3 2050","MRI-ESM2-0",2081,74.4166666666667
"SSP3 2050","MRI-ESM2-0",2082,106.5
"SSP3 2050","MRI-ESM2-0",2083,119.166666666667
"SSP3 2050","MRI-ESM2-0",2084,91.9166666666667
"SSP3 2050","MRI-ESM2-0",2085,102.375
"SSP3 2050","MRI-ESM2-0",2086,109.333333333333
"SSP3 2050","MRI-ESM2-0",2087,107.416666666667
"SSP3 2050","MRI-ESM2-0",2088,92.5
"SSP3 2050","MRI-ESM2-0",2089,101
"SSP3 2050","MRI-ESM2-0",2090,103.125
"SSP3 2050","MRI-ESM2-0",2091,114.291666666667
"SSP3 2050","MRI-ESM2-0",2092,105.916666666667
"SSP3 2050","MRI-ESM2-0",2093,110
"SSP3 2050","MRI-ESM2-0",2094,101.375
"SSP3 2050","MRI-ESM2-0",2095,121.125
"SSP3 2050","MRI-ESM2-0",2096,85.4166666666667
"SSP3 2050","MRI-ESM2-0",2097,121.083333333333
"SSP3 2050","MRI-ESM2-0",2098,105.083333333333
"SSP3 2050","MRI-ESM2-0",2099,101.083333333333
